כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
יחזקאל 3,140,17/11/2020,"2,150,000 ₪",11200-193-6,דירה בבית קומות,5,שניה,1950,"15,357 ₪",2
ללא כתובת,77,15/11/2020,"1,240,000 ₪",11196-12-33,דירה בבית קומות,4,שלישית,0,"16,104 ₪",0
ברנר 13,48.07,11/11/2020,"803,000 ₪",11194-290-9,דירה בבית קומות,3,ראשונה,1960,"16,705 ₪",6
זלמן שניאור 1,לא ידוע,11/11/2020,"80,000 ₪",11196-26-25,חניה,לא ידוע,לא ידוע,0,לא ידוע,6
ללא כתובת,25,04/11/2020,"130,000 ₪",11196-15-49,קרקע למגורים,לא ידוע,לא ידוע,0,"5,200 ₪",0
זלמן שניאור 73,62.8,04/11/2020,"283,000 ₪",11194-294-39,דירה בבית קומות,3,שניה,1960,"4,506 ₪",3
גורדון 30,52,29/10/2020,"1,154,000 ₪",11200-99-3,דירת גן,2,ראשונה,1950,"22,192 ₪",2
יהודה בורלא 11,62.7,21/10/2020,"1,000,000 ₪",11194-348-16,דירה בבית קומות,3,חמישית,1970,"16,129 ₪",8
יהודה בורלא 11,62.7,05/03/2010,"539,000 ₪",11194-348-16,דירה בבית קומות,3,חמישית,1970,"16,129 ₪",8
יהודה בורלא 11,62.7,31/12/2000,"404,000 ₪",11194-348-16,דירה בבית קומות,3,חמישית,1970,"16,129 ₪",8
ללא כתובת,73,19/10/2020,"1,250,000 ₪",11196-16-51,דירה בבית קומות,3,רביעית,0,"17,123 ₪",0
ללא כתובת,84,13/10/2020,"1,300,000 ₪",11196-12-34,דירה בבית קומות,4,שלישית,0,"15,476 ₪",0
