כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
עין גדי 1,109,18/04/2024,"2,800,000 ₪",11691-14-2,דירה בבית קומות,4,ראשונה,2023,"25,688 ₪",4
עין גדי 1,109,24/07/2016,"2,610,000 ₪",11691-14-2,דירה בבית קומות,4,ראשונה,2023,"25,688 ₪",4
עין גדי 1,109,16/04/2015,"2,550,000 ₪",11691-14-2,דירה בבית קומות,4,ראשונה,2023,"25,688 ₪",4
עין גדי 1,109,15/06/2008,"740,000 ₪",11691-14-2,דירה בבית קומות,4,ראשונה,2023,"25,688 ₪",4
שונמית 15,86,16/04/2024,"1,625,000 ₪",11114-1-4,דירה בבית קומות,4,ראשונה,1965,"18,895 ₪",2
הנשיא 78,33.7,09/04/2024,"730,000 ₪",11713-7-12,דירה בבית קומות,2,קרקע,1970,"21,662 ₪",3
ללא כתובת,108.88,09/04/2024,"3,110,000 ₪",10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,18/11/2004,"1,650,000 ₪",10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,02/08/1999,"2,645,000 ₪",10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,09/04/2024,חלק נמכר,10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,מחיר,1,10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,33%,"1,026,300 ₪",10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,2,33%,10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
ללא כתובת,108.88,"1,026,300 ₪",3,10812-6-2,דירה בבית קומות,4,ראשונה,0,"28,796 ₪",0
עובדיה 5,118,08/04/2024,"3,750,000 ₪",12598-11-4,דירה בבית קומות,5,ראשונה,2022,"31,780 ₪",0
איריס 1,109.86,03/04/2024,"1,656,200 ₪",11691-16-5,דירה בבית קומות,4,שלישית,1980,"15,076 ₪",0
הנשיא 72,115,25/03/2024,"2,530,000 ₪",11713-3-6,דירה בבית קומות,4,ראשונה,1950,"22,000 ₪",1
התשבי 4,122,21/03/2024,"3,280,000 ₪",11113-12-10,דירה בבית קומות,5,רביעית,2003,"26,885 ₪",3
התשבי 14,68.99,20/03/2024,"1,560,000 ₪",11719-5-6,דירה בבית קומות,4,שלישית,1960,"22,941 ₪",3
התשבי 14,68.99,15/11/2012,"1,219,000 ₪",11719-5-6,דירה בבית קומות,4,שלישית,1960,"22,941 ₪",3
הנשיא 60,70,12/03/2024,"1,645,000 ₪",11687-15-19,דירה בבית קומות,3,שניה,1960,"23,500 ₪",3
הנשיא 60,70,15/12/2006,"655,000 ₪",11687-15-19,דירה בבית קומות,3,שניה,1960,"23,500 ₪",3
הנשיא 58,50,05/03/2024,"1,400,000 ₪",11687-5-14,דירה בבית קומות,2,קומה 2,1960,"28,000 ₪",2
הנשיא 58,100.05,05/03/2024,"1,800,000 ₪",11687-5-13,דירה בבית קומות,3,קומה 2,1960,"17,991 ₪",2
שונמית 20,92.03,12/02/2024,"1,700,000 ₪",12596-5-8,דירה בבית קומות,4,רביעית,1970,"18,478 ₪",5
שונמית 20,92.03,06/12/2012,"1,375,000 ₪",12596-5-8,דירה בבית קומות,4,רביעית,1970,"18,478 ₪",5
התשבי 59,119.62,11/02/2024,"2,700,000 ₪",11686-15-4,דירה בבית קומות,4,קרקע ראשונה ושניה,1990,"22,571 ₪",2
התשבי 80,74.8,30/01/2024,"1,600,000 ₪",11691-1-4,דירה בבית קומות,3,ראשונה,1960,"21,622 ₪",2
התשבי 80,74.8,22/09/2009,"506,000 ₪",11691-1-4,דירה בבית קומות,3,ראשונה,1960,"21,622 ₪",2
ללא כתובת,129.4,24/01/2024,"3,000,000 ₪",10812-18-1,דירה בבית קומות,5,קומה 0,0,"23,256 ₪",0
ללא כתובת,129.4,19/06/2012,"1,860,000 ₪",10812-18-1,דירה בבית קומות,5,קומה 0,0,"23,256 ₪",0
עובדיה 22,108,23/01/2024,"1,760,000 ₪",11114-4-2,דירה בבית קומות,5,קומה 1,1960,"16,296 ₪",6
עובדיה 22,108,11/01/2011,"980,000 ₪",11114-4-2,דירה בבית קומות,5,קומה 1,1960,"16,296 ₪",6
עובדיה 22,108,26/12/2000,"609,000 ₪",11114-4-2,דירה בבית קומות,5,קומה 1,1960,"16,296 ₪",6
עובדיה 22,108,08/01/2024,"1,850,000 ₪",11114-4-4,דירה בבית קומות,5,קומה 2,1960,"17,130 ₪",6
התשבי 4,95,07/01/2024,"2,380,000 ₪",11113-12-7,דירה בבית קומות,4,קרקע,2003,"25,053 ₪",3
התשבי 4,95,29/01/2023,"819,000 ₪",11113-12-7,דירה בבית קומות,4,קרקע,2003,"25,053 ₪",3
עובדיה 17,179.2,31/12/2023,"3,340,000 ₪",12598-6-13,דירה בבית קומות,6,"חמישית,שישית,שביעית",1992,"18,638 ₪",5
עין גדי 4,87,27/12/2023,"1,700,000 ₪",11687-17-4,דירה בבית קומות,4,שניה,1960,"19,540 ₪",3
עין גדי 4,87,17/11/2019,"1,500,000 ₪",11687-17-4,דירה בבית קומות,4,שניה,1960,"19,540 ₪",3
עין גדי 4,87,08/05/2015,"1,500,000 ₪",11687-17-4,דירה בבית קומות,4,שניה,1960,"19,540 ₪",3
הנשיא 65,106,19/12/2023,"2,890,000 ₪",11687-8-5,דירה בבית קומות,5,שניה,1960,"27,264 ₪",4
הנשיא 65,106,12/08/2019,"3,200,000 ₪",11687-8-5,דירה בבית קומות,5,שניה,1960,"27,264 ₪",4
הנשיא 65,106,26/02/2019,"1,950,000 ₪",11687-8-5,דירה בבית קומות,5,שניה,1960,"27,264 ₪",4
הנשיא 65,106,15/01/2011,"1,050,000 ₪",11687-8-5,דירה בבית קומות,5,שניה,1960,"27,264 ₪",4
הנשיא 65,106,14/06/2010,"850,000 ₪",11687-8-5,דירה בבית קומות,5,שניה,1960,"27,264 ₪",4
בית אל 19,67.5,19/12/2023,"1,250,000 ₪",11719-18-1,דירה בבית קומות,3,ראשונה,1964,"18,519 ₪",4
בית אל 21,126,18/12/2023,"2,600,000 ₪",11719-18-11,דירה בבית קומות,5,שלישית,1960,"20,635 ₪",3
בית אל 21,126,26/09/2011,"1,060,000 ₪",11719-18-11,דירה בבית קומות,5,שלישית,1960,"20,635 ₪",3
בית אל 21,126,10/10/2007,"622,000 ₪",11719-18-11,דירה בבית קומות,5,שלישית,1960,"20,635 ₪",3
עובדיה 23,83,10/12/2023,"1,700,000 ₪",12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,31/01/2010,"1,150,000 ₪",12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,10/12/2023,חלק נמכר,12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,מחיר,1,12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,50%,"850,000 ₪",12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,2,50%,12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
עובדיה 23,83,"850,000 ₪","1,700,000 ₪",12598-1-4,דירה בבית קומות,4,שניה,1970,"20,482 ₪",3
הנשיא 8,80,06/12/2023,"1,625,000 ₪",11718-5-33,דירה בבית קומות,3,שניה,1970,"20,312 ₪",9
הנשיא 8,80,02/10/2017,"1,370,000 ₪",11718-5-33,דירה בבית קומות,3,שניה,1970,"20,312 ₪",9
הנשיא 8,80,01/09/2013,"1,250,000 ₪",11718-5-33,דירה בבית קומות,3,שניה,1970,"20,312 ₪",9
שומרון 12,147,29/11/2023,"3,400,000 ₪",11718-25-6,דירה בבית קומות,5,חמישית,2017,"23,129 ₪",0
עובדיה 10,136,12/11/2023,"2,550,000 ₪",11719-21-6,דירה בבית קומות,5,חמישית,2021,"18,750 ₪",2
עובדיה 10,125,11/11/2023,"2,550,000 ₪",11719-21-5,לא ידוע,5,חמישית,2021,"20,400 ₪",2
עובדיה 13,89.7,07/11/2023,"1,850,000 ₪",12598-7-8,דירה בבית קומות,4,"שניה , קרקע",1970,"20,624 ₪",3
עין גדי 2,73,16/10/2023,"1,400,000 ₪",11687-15-1,דירה בבית קומות,3,קרקע,1960,"19,178 ₪",2
עין גדי 2,73,08/12/2011,"1,220,000 ₪",11687-15-1,דירה בבית קומות,3,קרקע,1960,"19,178 ₪",2
התשבי 12,72.3,15/10/2023,"1,475,000 ₪",11719-3-4,דירה בבית קומות,3,שניה,1968,"20,401 ₪",3
עובדיה 14,126,05/10/2023,"2,460,000 ₪",11114-10-5,דירה בבית קומות,5,שניה,2015,"19,524 ₪",5
