כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
משה סורוקה 17,116.36,03/07/2005,"850,000 ₪",10797-64-3,דירה בבית קומות,4,ראשונה,1970,"22,414 ₪",3
ללא כתובת,497,27/06/2023,"875,000 ₪",10680-82-1,קרקע למגורים,לא ידוע,לא ידוע,0,"1,761 ₪",0
ללא כתובת,80,18/06/2023,"290,000 ₪",12250-70-2,ללא תיכנון,לא ידוע,לא ידוע,0,"3,625 ₪",0
היסמין 2,155.75,05/06/2023,"2,575,000 ₪",10796-157-154,דירה בבית קומות,5,שניה,1980,"16,533 ₪",21
ללא כתובת,1530,04/06/2023,"3,800,000 ₪",10680-41-1,ללא תיכנון,לא ידוע,לא ידוע,0,"2,484 ₪",0
משה סורוקה 33,71.46,30/05/2023,"1,850,000 ₪",10797-72-2,דירה בבית קומות,4.5,ראשונה,1980,"25,889 ₪",4
שימקין 13,113.1,14/05/2023,"2,198,000 ₪",10797-24-6,דירה בבית קומות,5,ראשונה,2010,"19,451 ₪",0
שימקין 13,113.1,17/10/2017,"2,095,000 ₪",10797-24-6,דירה בבית קומות,5,ראשונה,2010,"19,451 ₪",0
שימקין 13,113.1,16/04/2008,"1,275,000 ₪",10797-24-6,דירה בבית קומות,5,ראשונה,2010,"19,451 ₪",0
משה סורוקה 33,83.41,11/05/2023,"2,350,000 ₪",10797-72-14,דירה בבית קומות,5,שלישית,1980,"28,313 ₪",4
משה סורוקה 33,83.41,24/06/2013,"1,510,000 ₪",10797-72-14,דירה בבית קומות,5,שלישית,1980,"28,313 ₪",4
משה סורוקה 33,71.96,09/05/2023,"2,050,000 ₪",10797-72-8,דירה בבית קומות,3.5,שלישית,1980,"28,873 ₪",4
משה סורוקה 33,71.96,10/03/2013,"1,275,000 ₪",10797-72-8,דירה בבית קומות,3.5,שלישית,1980,"28,873 ₪",4
משה סורוקה 33,71.96,28/01/2003,"713,000 ₪",10797-72-8,דירה בבית קומות,3.5,שלישית,1980,"28,873 ₪",4
אידר 51,91.1,07/05/2023,"1,645,000 ₪",10797-105-6,דירה בבית קומות,4,שלישית,1980,"18,077 ₪",3
אידר 51,91.1,21/03/2021,"1,295,000 ₪",10797-105-6,דירה בבית קומות,4,שלישית,1980,"18,077 ₪",3
