כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
דגניה 7,42.79,01/12/2000,"309,000 ₪",11571-154-10,דירה בבית קומות,3,שלישית,1960,"14,452 ₪",4
דגניה 40,26,26/08/2021,"610,000 ₪",11567-529-33,דירה בבית קומות,2,קרקע,1960,"23,462 ₪",3
דגניה 40,26,29/04/2019,"480,000 ₪",11567-529-33,דירה בבית קומות,2,קרקע,1960,"23,462 ₪",3
דגניה 40,26,01/10/2014,"270,000 ₪",11567-529-33,דירה בבית קומות,2,קרקע,1960,"23,462 ₪",3
דגניה 75,38.9,25/08/2021,"970,000 ₪",11567-546-6,דירת גן,2,שלישית,1960,"25,526 ₪",4
דגניה 75,38.9,06/02/2020,"770,000 ₪",11567-546-6,דירת גן,2,שלישית,1960,"25,526 ₪",4
אברבנאל 67,90,25/08/2021,"1,060,000 ₪",11567-534-4,דירה בבית קומות,4,ראשונה,1950,"11,778 ₪",2
כברי 10,59.5,23/08/2021,"760,000 ₪",11572-241-1,דירה בבית קומות,3,ראשונה,1970,"12,881 ₪",8
כברי 10,59.5,01/06/2008,"230,000 ₪",11572-241-1,דירה בבית קומות,3,ראשונה,1970,"12,881 ₪",8
ורבורג 13,52.8,19/08/2021,"600,000 ₪",11572-214-16,דירה בבית קומות,3,רביעית,1960,"11,538 ₪",4
ורבורג 13,52.8,11/07/2011,"325,000 ₪",11572-214-16,דירה בבית קומות,3,רביעית,1960,"11,538 ₪",4
ורבורג 13,52.8,21/08/2002,"301,000 ₪",11572-214-16,דירה בבית קומות,3,רביעית,1960,"11,538 ₪",4
החבצלת 27,70,19/08/2021,"1,400,000 ₪",11572-85-1,דירת גן,3,ראשונה,1970,"20,000 ₪",1
איציק מאנגר 15,82,18/08/2021,"875,000 ₪",11572-56-3,דירה בבית קומות,3,שניה,1950,"10,671 ₪",2
ורבורג 23,64.29,17/08/2021,"715,000 ₪",11572-219-10,דירת גן,3,קרקע,1960,"11,172 ₪",3
ורבורג 23,64.29,21/06/2007,"203,000 ₪",11572-219-10,דירת גן,3,קרקע,1960,"11,172 ₪",3
דגניה 52,37,16/08/2021,"795,000 ₪",11567-542-22,דירה בבית קומות,2,שניה,1960,"21,486 ₪",3
דגניה 52,37,29/09/2004,"215,000 ₪",11567-542-22,דירה בבית קומות,2,שניה,1960,"21,486 ₪",3
דגניה 38,38.5,15/08/2021,"630,000 ₪",11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,15/09/2014,"440,000 ₪",11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,17/01/2000,"224,000 ₪",11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,15/08/2021,חלק נמכר,11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,מחיר,1,11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,50%,"315,000 ₪",11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,2,50%,11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 38,38.5,"315,000 ₪","630,000 ₪",11567-529-31,דירה בבית קומות,2,שלישית,1958,"16,579 ₪",3
דגניה 73,40.32,15/08/2021,"900,000 ₪",11567-547-14,דירה בבית קומות,2,שלישית,1960,"22,500 ₪",4
דגניה 73,40.32,15/01/1998,"265,000 ₪",11567-547-14,דירה בבית קומות,2,שלישית,1960,"22,500 ₪",4
דגניה 42,38.5,12/08/2021,"700,000 ₪",11567-529-64,דירה בבית קומות,2,שלישית,1960,"18,182 ₪",3
מרק אביר 7,100,12/08/2021,"1,620,000 ₪",11572-13-3,דירה בבית קומות,4,שניה,1940,"16,200 ₪",1
ורבורג 11,47,12/08/2021,"707,000 ₪",11572-213-12,דירה בבית קומות,3,שניה,1960,"15,043 ₪",4
שדה בוקר 9,60.8,12/08/2021,"800,000 ₪",11567-665-11,דירת גן,3,שלישית,1960,"13,158 ₪",4
ורבורג 23,64.29,10/08/2021,"670,000 ₪",11572-219-15,דירת גן,3,שלישית,1960,"10,469 ₪",3
ורבורג 23,64.29,12/04/2015,"500,000 ₪",11572-219-15,דירת גן,3,שלישית,1960,"10,469 ₪",3
הוותיקים 13,100,09/08/2021,"1,625,000 ₪",11567-189-1,קוטג' דו משפחתי,4,ראשונה,1960,"16,250 ₪",1
דגניה 49,52.72,08/08/2021,"520,000 ₪",11567-559-21,דירה בבית קומות,3,שלישית,1960,"10,000 ₪",4
דגניה 49,52.72,06/11/2007,"158,000 ₪",11567-559-21,דירה בבית קומות,3,שלישית,1960,"10,000 ₪",4
דגניה 49,52.72,04/01/2001,"296,000 ₪",11567-559-21,דירה בבית קומות,3,שלישית,1960,"10,000 ₪",4
אביגדור עשת 60,50,06/08/2021,"480,000 ₪",11567-191-2,קרקע למגורים,לא ידוע,לא ידוע,1951,"9,600 ₪",1
דגניה 27,36.5,05/08/2021,"620,000 ₪",11571-140-38,דירה בבית קומות,2,שלישית,1960,"17,222 ₪",4
דגניה 27,36.5,30/06/2014,"420,000 ₪",11571-140-38,דירה בבית קומות,2,שלישית,1960,"17,222 ₪",4
דגניה 27,36.5,20/02/2014,"417,000 ₪",11571-140-38,דירה בבית קומות,2,שלישית,1960,"17,222 ₪",4
דגניה 27,36.5,31/10/2008,"165,000 ₪",11571-140-38,דירה בבית קומות,2,שלישית,1960,"17,222 ₪",4
אביגדור עשת 4,130,05/08/2021,"1,530,000 ₪",11571-63-3,קוטג' דו משפחתי,5,ראשונה,1940,"11,769 ₪",1
אברבנאל 93,106,04/08/2021,"990,000 ₪",11567-523-3,דירה בבית קומות,5,ראשונה,1950,"9,340 ₪",1
